text,category,category_code,severity,risk,dialect
me contactaron por redes diciendo que alguien me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje pues de una persona mayor me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que alguien me hizo comentarios que me incomodaron che,contacto_inapropiado,CAT-01,medium,0,argentina
vi un mensaje de pasame fotos o le cuento a todos che,extorsion,CAT-05,critical,1,argentina
alguien me dijo que mi sobrino recibio mensajes de una persona con palabras sexuales entonces agresivas che,contacto_inapropiado,CAT-01,critical,1,argentina
vi un mensaje de un adulto me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,colombia
mi sobrino recibio un mensaje de un hombre un poco incomodo neta,contacto_inapropiado,CAT-01,low,0,mexico
vi un mensaje de un desconocido me chantajeo con imagenes intimas,extorsion,CAT-05,critical,1,colombia
una persona me escribio diciendo que un desconocido me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,mexico
un hombre me extorsiono exigiendo mas fotos o publicaria todo,extorsion,CAT-05,severe,1,neutral
una persona me escribio diciendo que solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,mexico
alguien me dijo que recibi un mensaje de alguien que no entendi bien,contacto_inapropiado,CAT-01,low,0,mexico
una persona me escribio diciendo que o sea mi hija le pidieron una foto,solicitud_material,CAT-02,low,0,colombia
recibi un mensaje de mi sobrina le propusieron salir boliche,cita_persona,CAT-04,low,0,argentina
vi un mensaje de un adulto exigio fotografias y videos desnudos y amenazo con difundirlos,solicitud_material,CAT-02,severe,1,mexico
me contactaron por redes diciendo que alguien me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
recibi un mensaje de una persona requirio imagenes intimas sin consentimiento wey,solicitud_material,CAT-02,high,1,mexico
alguien me dijo que un hombre me dijo cosas sexuales muy explicitas orale,contacto_inapropiado,CAT-01,critical,1,mexico
alguien me dijo que una mujer me aislo de mis amigos y me pidio fotos sin ropa carnal,grooming,CAT-03,critical,1,mexico
alguien me dijo que o sea un tipo quiso verme a solas copado,cita_persona,CAT-04,medium,0,argentina
una persona me escribio diciendo que enviame fotografias intimas posta,solicitud_material,CAT-02,high,1,argentina
una persona me escribio diciendo que mi sobrina la presionaron para quedar sola,cita_persona,CAT-04,critical,1,argentina
alguien me dijo que un desconocido amenazo con difundir material intimo si no recibia mas boliche,extorsion,CAT-05,severe,1,argentina
me contactaron por redes diciendo que un adulto me pregunto si podia enviarle una foto copado,solicitud_material,CAT-02,low,0,argentina
un hombre me pidio material sexual y no se lo digas a nadie wey,solicitud_material,CAT-02,severe,1,mexico
alguien me dijo que una persona mayor pues amenazo con difundir fotos man,extorsion,CAT-05,high,1,colombia
alguien me dijo que un tipo me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de la verdad mi amiga le pidieron una foto comun,solicitud_material,CAT-02,medium,0,argentina
mi hija fue manipulado por una persona mayor para enviar material intimo entonces parce,grooming,CAT-03,severe,1,colombia
una persona me escribio diciendo que pasame fotos sin ropa y no le digas a nadie entonces man,solicitud_material,CAT-02,severe,1,colombia
me contactaron por redes diciendo que pasame material o lo difundo,extorsion,CAT-05,high,1,neutral
me contactaron por redes diciendo que un hombre me pidio material sexual y es solo para nosotros bacano,solicitud_material,CAT-02,severe,1,colombia
me contactaron por redes diciendo que un hombre solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de un hombre me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,colombia
alguien me dijo que una persona me extorsiono exigiendo mas fotos o publicaria todo,extorsion,CAT-05,severe,1,neutral
me contactaron por redes diciendo que una persona mayor me exigio fotos y videos desnudos y o viralizaria todo,solicitud_material,CAT-02,severe,1,neutral
recibi un mensaje de una persona mayor me propuso un juego secreto y me la verdad pidio fotografias desnudas,grooming,CAT-03,high,1,mexico
un tipo me hizo creer que era el unico que me entendia y me exploto pues sexualmente,grooming,CAT-03,severe,1,neutral
alguien me dijo que un adulto me pregunto si queria verlo boliche,cita_persona,CAT-04,low,0,argentina
un adulto me dijo que tus padres no te comprenden y me pidio fotos chevere la verdad,grooming,CAT-03,high,1,colombia
la verdad recibi un mensaje de pasame plata o difundo las fotos,extorsion,CAT-05,severe,1,argentina
mi sobrino recibio un mensaje de un hombre un poco entonces incomodo,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo que mi sobrino la presionaron para quedar sola,cita_persona,CAT-04,critical,1,colombia
mi sobrino le insistieron en enviar fotos intimas,solicitud_material,CAT-02,critical,1,mexico
vi la verdad un mensaje de un desconocido amenazo con divulgar imagenes privadas,extorsion,CAT-05,high,1,colombia
una persona me escribio diciendo que un menor recibio mensajes de un hombre con contenido sexual posta,contacto_inapropiado,CAT-01,high,1,argentina
un desconocido me escribio todos los dias pidiendo confianza,grooming,CAT-03,low,0,mexico
una persona me escribio diciendo que un adulto solicito material sexual de forma coercitiva man,solicitud_material,CAT-02,severe,1,colombia
alguien me dijo que un desconocido me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
alguien bueno me dijo que mi hijo le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,argentina
una persona me escribio diciendo que una persona me pregunto si queria verlo man,cita_persona,CAT-04,low,0,colombia
alguien me dijo que un tipo me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
olguien me dijo que un menor recibio mensajes de una mujer con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
vi un mensaje de un desconocido quiso verme a solas chido,cita_persona,CAT-04,medium,0,mexico
recibi la verdad un mensaje de una mujer verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,argentina
alguien me dijo que mi sobrina fue manipulado por un tipo la verdad para enviar material intimo,grooming,CAT-03,severe,1,colombia
vi un mensaje de juguemos un juego sucreto y mandame fotos man,grooming,CAT-03,high,1,colombia
recibi un mensaje de un desconocido me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,mexico
una persona me escribio diciendo que enviame una foto en ropa interior,solicitud_material,CAT-02,high,1,colombia
vi un mensaje entonces de una mujer me pregunto si queria verlo,cita_persona,CAT-04,low,0,neutral
me contactaron por redes diciendo que alguien me manipulo diciendo que tus papas no entienden y me exigio fotos,grooming,CAT-03,critical,1,colombia
recibi un mensaje de un desconocido me extorsiono exigiendo mas fitos o publicaria todo,extorsion,CAT-05,severe,1,mexico
alguien chantajeo con material intimo parcero,extorsion,CAT-05,critical,1,colombia
bueno me contactaron por redes diciendo que mi amigo recibio amenazas sexuales de un hombre,contacto_inapropiado,CAT-01,severe,1,colombia
me contactaron por redes diciendo que enviame fotografias intimas,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de un tipo me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,mexico
una persona mayor me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,neutral
mi hijo recibio comentarios de alguien que la incomodaron o sea man,contacto_inapropiado,CAT-01,medium,0,colombia
una persona mayor me presiono para vernos a solas chido,cita_persona,CAT-04,critical,1,mexico
recibi un mensaje de un desconocido insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,neutral
me contactaron por redes diciendo que entonces una mujer me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,argentina
un adulto me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que un hombre me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,colombia
recibi un mensaje de una persona mayor me pidio que shh es secreto orale,grooming,CAT-03,medium,0,mexico
vi un mensaje de alguien me propuso un juego secreto y me exigio imagenes,grooming,CAT-03,high,1,neutral
me contactaron por redes diciendo que un adulto me propuso quedar en un sitio apartado pibe,cita_persona,CAT-04,high,1,argentina
vi un mensaje de un tipo ensistio en que le enviara fotos intimas parce,solicitud_material,CAT-02,critical,1,colombia
me contactaron por redes diciendo que una persona me pregunto si queria verlo pibe,cita_persona,CAT-04,low,0,argentina
alguien me dijo que un hombre solicito fotografias desnudas de manera insistente carnal,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de una persona mayor me dijo que solo yo te quiero ayudar y me pidio fotos wey,grooming,CAT-03,high,1,mexico
vi un mensaje de recibi un mensaje de una persona mayor que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
alguien me dijo que alguien me hizo creer que era el unico pues que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,mexico
una persona me escribio diciendo que una persona mayor la verdad me dijo que yo si te entiendo carnal,grooming,CAT-03,medium,0,mexico
vi un mensaje de un desconocido me describio actos sexuales de forma directe,contacto_inapropiado,CAT-01,critical,1,argentina
me contactaron por redes diciendo que un desconocido verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,colombia
alguien me dijo que un tipo me pidio una foto normal copado,solicitud_material,CAT-02,medium,0,argentina
vi un mensaje de mi amiga la presionaron para quedar sola,cita_persona,CAT-04,critical,1,neutral
me contactaron por redes diciendo que un desconocido me pidio una foto normal,solicitud_material,CAT-02,medium,0,colombia
me contactaron por redes diciendo que alguien me amenazo para que lo viera solo che,cita_persona,CAT-04,severe,1,argentina
un adulto me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
recibi un mensaje de una niña recibio mensajes de un adulto con palabras sexuales agresivas,contacto_inapropiado,CAT-01,critical,1,argentina
entonces alguien me dijo que una mujer me envio un mensaje que me parecio raro che,contacto_inapropiado,CAT-01,low,0,argentina
mi amigo recibio mensajes de una mujer la verdad con palabras sexuales agresivas,contacto_inapropiado,CAT-01,critical,1,neutral
recibi un mensaje de un desconocido me propuso un juego secreto y me pidio fotos desnudas,grooming,CAT-03,high,1,mexico
recibi un mensaje de una persona mayor me dijo que tus amigos no te quieren carnal,grooming,CAT-03,medium,0,mexico
una persona me escribio diciendo que una persona chantajeo con material intimo,extorsion,CAT-05,critical,1,argentina
o sea vi un mensaje de mi sobrino le pidieron una foto,solicitud_material,CAT-02,low,0,neutral
alguien me dijo que una persona me amenazo para que lo viera solo carnal,cita_persona,CAT-04,severe,1,mexico
una persona me escribio diciendo que mi hija recibio un mensaje de una mujer un poco incomodo entonces,contacto_inapropiado,CAT-01,low,0,mexico
recibi un mensaje de una niña le insistieron en la verdad enviar fotos intimas parce,solicitud_material,CAT-02,critical,1,colombia
un o sea adulto insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,neutral
me contactaron la verdad por redes diciendo que un desconocido me controlo solo yo te quiero ayudar y me obligo a enviar fotos desnudas,grooming,CAT-03,severe,1,argentina
vi un mensaje de una niña le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,neutral
recibi un mensaje de alguien o sea me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
recibi un mensaje de alguien me pregunto si podia enviarle una foto copado,solicitud_material,CAT-02,low,0,argentina
vi un mensaje de mi hija recibio un mensaje de una mujer un poco incomodo neta,contacto_inapropiado,CAT-01,low,0,mexico
vi un mensaje de alguien me presiono para vernos a solas neta,cita_persona,CAT-04,critical,1,mexico
alguien bueno me dijo que pasame fotos sin ropa,solicitud_material,CAT-02,high,1,neutral
me contactaron por redes diciendo que una mujer me dijo que tus papas no entienden y me pidio fotos,grooming,CAT-03,high,1,neutral
recibi un mensaje de enviame fotos intimas o publico todo pibe,solicitud_material,CAT-02,severe,1,argentina
alguien me dijo que una persona mayor me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de un tipo amenazo con difundir material intimo si no recibia mas,extorsion,CAT-05,severe,1,colombia
recibi un mensaje de una persona me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que un dosconocido me dijo que tus amigos no te quieren y me pidio fotos,grooming,CAT-03,high,1,mexico
bueno me contactaron por redes diciendo que mi sobrina la oislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,argentina
recibi un mensaje de alguien me dijo que era especial,grooming,CAT-03,low,0,neutral
me contactaron por redes diciendo que alguien manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,neutral
recibi un mensaje de mi sobrina recibio mensajes de un desconocido con contenido sexual,contacto_inapropiado,CAT-01,high,1,mexico
alguien me dijo que mi amiga recibio un mensaje de un desconocido un poco incomodo,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de un niño le dijeron que no le digas a nadie,grooming,CAT-03,medium,0,colombia
una persona me escribio o sea diciendo que una persona me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
una persona me escribio diciendo que un hombre me envio comentarios sexuales explicitos orale,contacto_inapropiado,CAT-01,high,1,mexico
solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,mexico
alguien me dijo que la verdad mi amiga recibio mensajes de una persona con contenido sexual parcero,contacto_inapropiado,CAT-01,high,1,colombia
recibi un mensaje de pasame plata o difundo las fotos,extorsion,CAT-05,severe,1,neutral
una mujer me invito a salir,cita_persona,CAT-04,low,0,argentina
una persona me escribio diciendo que un menor le pidieron una foto comun,solicitud_material,CAT-02,medium,0,neutral
una persona me escribio diciendo que una persona mayor me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,neutral
vi un mensaje de un adulto me dijo que tus padres no te comprenden pibe,grooming,CAT-03,medium,0,argentina
me contactaron por redes diciendo que una mujer verbalizo contenido entonces sexual agresivo che,contacto_inapropiado,CAT-01,critical,1,argentina
alguien me dijo que una persona mayor me pidio que me mostrara en poca ropa carnal,solicitud_material,CAT-02,medium,0,mexico
un hombre extorsiono exigiendo mas fotografias o sea o publicaria todo,extorsion,CAT-05,severe,1,neutral
me contactaron por redes diciendo que un desconocido me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
recibi un mensaje de una persona me insulto de forma sexual,contacto_inapropiado,CAT-01,critical,1,colombia
alguien me dijo que un tipo me dijo o sea cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que un adulto me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
una persona me escribio diciendo que un tipo me pidio fotos sin ropa,solicitud_material,CAT-02,high,1,argentina
una persona me escribio diciendo que un desconocido me dijo cosas que no la verdad me gustaron che,contacto_inapropiado,CAT-01,medium,0,argentina
una persona me escribio diciendo que solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,neutral
un adulto amenazo con difundir material intimo si no recibia mas,extorsion,CAT-05,severe,1,neutral
recibi un mensaje de no le digas a tus papas y enviame fotos neta,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que mi emigo le dijeron que contarian algo si no obedecia,extorsion,CAT-05,medium,0,mexico
mi sobrina recibio comentarios de una persona mayor que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
una persona me escribio diciendo que mi amigo recibio comentarios de una persona mayor que la incomodaron chevere,contacto_inapropiado,CAT-01,medium,0,colombia
una persona me escribio diciendo que mandame fotos sin ropa ya wey,solicitud_material,CAT-02,critical,1,mexico
una persona me escribio diciendo o sea que un menor recibio comentarios de un tipo que la incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
alguien me dijo que mi sobrino le pidieron fotos desnudas,solicitud_material,CAT-02,high,1,mexico
una persona me escribio diciendo que una mujer me amenazo con difundir material intimo si no enviaba mas che,extorsion,CAT-05,severe,1,argentina
recibi un mensaje de un niño quisieron verla sola orale,cita_persona,CAT-04,medium,0,mexico
recibi un mensaje de no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,neutral
recibi un mensaje la verdad de una persona me pidio una foto normal,solicitud_material,CAT-02,medium,0,neutral
recibi un mensaje de juguemos un juego secreto y mandame fotos orale,grooming,CAT-03,high,1,mexico
vi un mensaje de mi hijo recibio un mensaje de un adulto un poco incomodo neta,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo que una persona me amenazo entonces para que lo viera solo,cita_persona,CAT-04,severe,1,colombia
vi un mensaje de enviame fotografias intimas,solicitud_material,CAT-02,high,1,neutral
una persona me escribio diciendo que una persona me dijo que era especial,grooming,CAT-03,low,0,argentina
me contactaron por redes diciendo que mandame fotos en ropa interior o le cuento a todos,solicitud_material,CAT-02,critical,1,neutral
alguien me dijo que mi hijo le dijeron que no se lo digas a nadie,grooming,CAT-03,medium,0,neutral
una persona me escribio entonces diciendo que alguien me hizo comentarios que me incomodaron copado,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de mandame fotos desnudas o te funo posta,solicitud_material,CAT-02,severe,1,argentina
me contactaron por redes diciendo que un menor recibio comentarios de una mujer que la incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
vi un mensaje de un adulto me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,mexico
una persona mayor me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
una persona bueno me escribio diciendo que mi sobrina fue manipulado por una mujer para enviar material intimo,grooming,CAT-03,severe,1,argentina
me contactaron por redes diciendo que un desconocido me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
alguien me dijo que un tipo me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,mexico
alguien me dijo que o sea juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,neutral
una persona me hablo de forma inapropiada man,contacto_inapropiado,CAT-01,medium,0,colombia
una persona me escribio diciendo que un menor recibio un mensaje de un tipo un poco incomodo,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de mi amiga le exigieron fotos intimas y o difundiria todo bueno chevere,solicitud_material,CAT-02,severe,1,colombia
una persona me escribio diciendo que mi amigo recibio un mensaje de una persona un poco incomodo,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de recibi un mensaje de una persona que no entendi bien la verdad,contacto_inapropiado,CAT-01,low,0,neutral
me contactaron por pues redes diciendo que un adulto requirio imagenes intimas sin consentimiento wey,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de alguien me exigio mas fotos o publicaria las que tenia,extorsion,CAT-05,critical,1,neutral
recibi o sea un mensaje de una persona me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,colombia
recibi un mensaje de una persona amenazo con difundir entonces material intimo si no recibia mas che,extorsion,CAT-05,severe,1,argentina
vi un mensaje de una persona me pidio una foto normal boliche,solicitud_material,CAT-02,medium,0,argentina
bueno mi amiga le pidieron una foto,solicitud_material,CAT-02,low,0,mexico
me contactaron por redes diciendo que no le digas a tus papas y enviame fotos neta,grooming,CAT-03,high,1,mexico
una persona me escribio diciendo que juguemos un juego secreto y mandame fotos man,grooming,CAT-03,high,1,colombia
recibi un mensaje de un dusconocido que no entonces entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de un hombre entonces me manipulo diciendo que tu familia no entiende y me exigio fotos,grooming,CAT-03,critical,1,colombia
me contactaron por redes diciendo que mi sobrina le pidieron dinero,extorsion,CAT-05,low,0,argentina
me contactaron por redes diciendo que mi amigo recibio pues un mensaje de un tipo un poco incomodo posta,contacto_inapropiado,CAT-01,low,0,argentina
vi un mensaje de una persona me dijo que tus padres no te comprenden y me pidio fotos,grooming,CAT-03,high,1,argentina
recibi un mensaje de una persona me amenazo para que lo viera solo pibe,cita_persona,CAT-04,severe,1,argentina
recibi un mensaje de una persona mayor me dijo cosas sexuales muy explicitas pibe,contacto_inapropiado,CAT-01,critical,1,argentina
una persona me escribio diciendo que un menor le pidieron una foto comun,solicitud_material,CAT-02,medium,0,colombia
alguien entonces me dijo que no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,neutral
recibi un mensaje de mi sobrina la presionaron para quedar sola wey,cita_persona,CAT-04,critical,1,mexico
mi amiga recibio mensajes de un hombre con palabras sexuales agresivas,contacto_inapropiado,CAT-01,critical,1,mexico
me contactaron por redes diciendo que pasame fotos en ropa interior es solo para mi parcero,solicitud_material,CAT-02,severe,1,colombia
mi sobrina le exigieron fotos intimas y o difundiria todo,solicitud_material,CAT-02,severe,1,colombia
vi un mensaje de alguien extorsiono exigiendo mas fotografias o publicaria todo,extorsion,CAT-05,severe,1,neutral
alguien me bueno dijo que una persona mayor me pregunto si podia enviarle una foto parcero,solicitud_material,CAT-02,low,0,colombia
alguien me dijo que una mujer me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,neutral
me contactaron por redes diciendo que mi amiga recibio un mensaje de un tipo un poco incomodo parce,contacto_inapropiado,CAT-01,low,0,colombia
vi un mensaje de juguemos un juego secreto y mandame fotos la verdod,grooming,CAT-03,high,1,argentina
me contactaron por redes diciendo que un adulto pues me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
alguien me dijo que una persona mayor describio actos sexuales violentos de forma directa chido,contacto_inapropiado,CAT-01,severe,1,mexico
una persona me escribio diciendo que una mujer manifesto comentarios de indole sexual explicita,contacto_inapropiado,CAT-01,critical,1,neutral
vi un mensaje de alguien requirio material intimo de forma reiterada neta,solicitud_material,CAT-02,critical,1,mexico
recibi un mensaje de un adulto me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,colombia
vi un mensaje de mi sobrino recibio un mensaje de un desconocido un poco incomodo che,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de una mujer me presiono para vernos a solas wey,cita_persona,CAT-04,critical,1,mexico
alguien me controlo yo si te entiendo y me obligo a enviar fotos desnudas,grooming,CAT-03,severe,1,colombia
me contactaron por redes diciendo que una persona mayor me envio mensajes subidos de tono chevere,contacto_inapropiado,CAT-01,high,1,colombia
alguien me dijo que tu entonces familia no entiende mandame fotos,grooming,CAT-03,critical,1,neutral
me contactaron por redes diciendo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que enviame fotografias intimas carnal,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de alguien me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de una persona me dijo que nos vieramos en un lugar escondido che,cita_persona,CAT-04,high,1,argentina
recibi un mensaje de una mujer me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
me contactaron por redes diciendo que mi amiga le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,argentina
recibi un mensaje de un tipo me propuso un juego secreto y me pidio fotos desnudas pibe,grooming,CAT-03,high,1,argentina
alguien me dijo que mi sobrino quisieron verla sola,cita_persona,CAT-04,medium,0,colombia
una persona me escribio diciendo que una mujer me chantajeo con imagenes intimas,extorsion,CAT-05,critical,1,neutral
recibi un mensaje de mi amigo recibio mensajes de un desconocido con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
mi sobrina recibio un mensaje de un tipo un poco incomodo,contacto_inapropiado,CAT-01,low,0,neutral
alguien me dijo que enviame fotos en ropa interior ya,solicitud_material,CAT-02,critical,1,mexico
alguien me dijo que un adulto me dijo que le debia algo,extorsion,CAT-05,low,0,argentina
alguien me dijo que mi sobrina fue manipulado por un tipo para enviar material intimo,grooming,CAT-03,severe,1,colombia
recibi un mensaje de tu entonces familia no entiende mandame fotos boliche,grooming,CAT-03,critical,1,argentina
pasame fotos en ropa interior es solo para mi pibe,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de una mujer me hizo comentarios que me incomodaron man,contacto_inapropiado,CAT-01,medium,0,colombia
una persona me escribio diciendo que entonces una persona me dijo que tus padres no te comprenden y me pidio fotos parce,grooming,CAT-03,high,1,colombia
una mujer me pregunto si podia enviarle una foto,solicitud_material,CAT-02,low,0,mexico
alguien me dijo que mandame fotos en ropa interior o publicaria las fotos che,solicitud_material,CAT-02,severe,1,argentina
vi un mensaje de alguien me escribio todos los dias pidiendo confianza parce,grooming,CAT-03,low,0,colombia
me contactaron por redes diciendo que una persona me dijo que le debia algo chevere,extorsion,CAT-05,low,0,colombia
enviame fotos en ropa interior y no le digas a nadie,solicitud_material,CAT-02,severe,1,colombia
una persona me insulto de forma sexual neta,contacto_inapropiado,CAT-01,critical,1,mexico
vi un menseje de un tipo me dijo que tus viejos no entienden wey,grooming,CAT-03,medium,0,mexico
ilguien me dijo que un adulto me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,mexico
alguien me dijo que un niño recibio un mensaje entonces de un adulto un poco incomodo man,contacto_inapropiado,CAT-01,low,0,colombia
me contactaron por redes diciendo que un desconocido me dijo cosas sexuales muy explicitas copado,contacto_inapropiado,CAT-01,critical,1,argentina
vi un mensaje de un tipo me exigio mas fotos o publicaria las que tenia o sea,extorsion,CAT-05,critical,1,mexico
una persona me escribio diciendo que tu familia no entiende mandame fotos pibe,grooming,CAT-03,critical,1,argentina
me contactaron por redes diciendo que un desconocido me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,mexico
me o sea contactaron por redes diciendo que un adulto chintajeo con material intimo,extorsion,CAT-05,critical,1,mexico
me contactaron por redes diciendo que un adulto me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
un hombre me propuso un juego secreto y me pidio o sea fotos en ropa interior,grooming,CAT-03,high,1,neutral
bueno vi un mensaje de una niña la presionaron para quedar sola parcero,cita_persona,CAT-04,critical,1,colombia
recibi un mensaje de una mujer chantajeo con material intimo orale,extorsion,CAT-05,critical,1,mexico
vi un mensaje de un desconocido me escribio todos los dias pidiendo confianza posta,grooming,CAT-03,low,0,argentina
una persona mayor me pidio una foto normal parce,solicitud_material,CAT-02,medium,0,colombia
alguien me dijo que un tipo me envio bueno un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,mexico
una persona me escribio diciendo que un tipo me dijo cosas sexuales muy explicitas,contacto_inapropiado,CAT-01,critical,1,neutral
vi un mensaje de mi hijo recibio mensajes de un desconocido con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que una mujer exigio fotografias y videos desnudos y amenazo con difundirlos,solicitud_material,CAT-02,severe,1,argentina
una persona me escribio la verdad diciendo que una persona mayor me propuso quedar en un sitio apartado che,cita_persona,CAT-04,high,1,argentina
me contactaron por redes diciendo que un tipo chantajeo con material intimo chido,extorsion,CAT-05,critical,1,mexico
recibi un mensaje de alguien me pidio material la verdad sexual y es nuestro secreto,solicitud_material,CAT-02,severe,1,colombia
recibi un mensaje de juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,neutral
un hombre me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,colombia
una persona me escribio diciendo que alguien me dijo que tu familia no entiende y me pidio fotos,grooming,CAT-03,high,1,mexico
alguien me dijo que un tipo quiso verme a solas,cita_persona,CAT-04,medium,0,mexico
recibi un mensaje de un hombre entonces me envio mensajes subidos de tono bacano,contacto_inapropiado,CAT-01,high,1,colombia
un adulto me dijo cosas sexuales sin que yo lo pidiera wey,contacto_inapropiado,CAT-01,high,1,mexico
alguien me dijo que un menor la chantajearon con fotos la verdad intimas,extorsion,CAT-05,critical,1,neutral
alguien me dijo que mi hijo la aislaron y le pidieron fotos intimas posta,grooming,CAT-03,critical,1,argentina
me contactaron por redes diciundo que un desconocido requirio imagenes intimas sin consentimiento,solicitud_material,CAT-02,high,1,colombia
solo yo te entiendo pasame fotos man,grooming,CAT-03,critical,1,colombia
vi un mensaje de un adulto me dijo que era especial man,grooming,CAT-03,low,0,colombia
alguien me dijo que mi hijo la presionaron para quedar sola,cita_persona,CAT-04,critical,1,neutral
un hombre me escribio todos o sea los dias pidiendo confianza,grooming,CAT-03,low,0,colombia
